Seq,WOB,RPM,GR,ROP,Q,Torque,Pressure,BlockPos,TFAC,DepthHole,HookLoadA,MWout,TempMudin,TorqueRel,TorqueAbs,Flowout,Pressure,ROPI,ECDBottom,ECDBit,Overpull,HookLoad,OnbtmStatus,InslipsStatus,Depth,DateTime,Date,Time,Wellid,Formation,Activity,BitSize,HoleDepthRounded,ROP,ROP1,ROPI
45522,9.8198,83.2972,29.5898,57.2064,1173.6228,264.7054,2475.9055,54.6817,1,3470.6963,241.3243,6.1921,63.9414,0,264.7054,0,2475.9055,57.2064,8.3,8.3,0,251.2237,1,0,3470.6963,5/28/2012 17:34,5/28/2012,0.731944444,12a,Ekofisk,Drilling,17.5,3471,66.3892,49.7796,57.2064
45523,9.1595,83.2594,29.5898,41.6201,1172.4128,239.1428,2494.9375,54.4978,1,3470.8174,242.0315,6.1921,63.9414,0,239.1428,0,2494.9375,41.6201,8.3,8.3,0,251.2225,1,0,3470.8173,5/28/2012 17:34,5/28/2012,0.732002315,12a,Ekofisk,Drilling,17.5,3471,66.3892,47.0704,41.6201
45524,9.4599,83.0582,29.5898,52.0443,1175.0592,380.2734,2499.801,54.4978,1,3470.9785,241.8235,6.2003,63.9358,0,380.2734,0,2499.801,52.0443,8.3,8.3,0,251.2256,1,0,3470.9786,5/28/2012 17:34,5/28/2012,0.732060185,12a,Ekofisk,Drilling,17.5,3471,50.5817,52.7744,52.0443
45578,14.6394,82.9063,15.7053,2.5977,1195.5392,429.1842,2216.8479,49.9557,1,3473.5188,237.2123,6.2181,63.9295,0,429.1842,0,2216.8479,2.5977,8.3,8.3,0,251.1869,1,0,3473.5189,5/28/2012 17:38,5/28/2012,0.735185185,12a,Ekofisk,Drilling,17.5,3474,28.3138,20.3092,2.5977
45585,12.0835,82.4445,15.7053,44.1922,1193.5057,930.3912,2310.2668,49.4325,1,3473.8818,239.1657,6.2181,63.9295,0,930.3912,0,2310.2668,44.1922,8.3,8.3,0,251.1838,1,0,3473.8415,5/28/2012 17:39,5/28/2012,0.735590278,12a,Ekofisk,Drilling,17.5,3474,28.3138,23.6157,44.1922
45586,17.5511,82.5322,15.7053,54.6036,1195.3577,776.0584,2321.6082,49.3454,1,3473.8818,233.6407,6.2181,63.9295,0,776.0584,0,2321.6082,54.6036,8.3,8.3,0,251.1838,1,0,3473.8818,5/28/2012 17:39,5/28/2012,0.735648148,12a,Ekofisk,Drilling,17.5,3474,28.3138,23.4874,54.6036
45587,16.4583,82.5649,15.7053,54.6061,1195.6516,745.4794,2350.3086,49.2582,1,3473.9221,235.0119,6.2338,63.9256,0,745.4794,0,2350.3086,54.6061,8.3,8.3,0,251.1804,1,0,3473.8818,5/28/2012 17:39,5/28/2012,0.735706019,12a,Ekofisk,Drilling,17.5,3474,24.8535,25.8596,54.6061
45588,15.9238,82.5224,20.2357,36.4041,1193.3281,829.6481,2349.1353,49.2582,1,3474.0027,235.1782,6.2338,63.9256,0,829.6481,0,2349.1353,36.4041,8.3,8.3,0,251.1804,1,0,3473.8818,5/28/2012 17:39,5/28/2012,0.735763889,12a,Ekofisk,Drilling,17.5,3475,24.8535,25.0731,36.4041
45589,17.1074,82.4312,20.2357,36.4118,1191.1595,822.7322,2391.3774,49.2582,1,3474.043,233.7208,6.2338,63.9256,0,822.7322,0,2391.3774,36.4118,8.3,8.3,0,251.182,1,0,3473.9624,5/28/2012 17:39,5/28/2012,0.735821759,12a,Ekofisk,Drilling,17.5,3475,24.8535,26.2338,36.4118
45590,15.8141,82.4948,20.2357,28.616,1189.0714,789.0157,2384.8083,49.0838,1,3474.1238,235.4997,6.2338,63.9256,0,789.0157,0,2384.8083,28.616,8.3,8.3,0,251.1809,1,0,3474.0834,5/28/2012 17:39,5/28/2012,0.73587963,12a,Ekofisk,Drilling,17.5,3475,24.8535,27.8925,28.616
45591,16.4309,82.5798,20.2357,33.8115,1187.7582,773.8845,2425.8525,49.0838,1,3474.1238,235.1843,6.2338,63.9256,0,773.8845,0,2425.8525,33.8115,8.3,8.3,0,251.1809,1,0,3474.1237,5/28/2012 17:39,5/28/2012,0.7359375,12a,Ekofisk,Drilling,17.5,3475,24.8535,26.8648,33.8115
45592,12.6574,82.5996,20.2357,28.6032,1188.27,720.2464,2399.689,49.0838,1,3474.1641,238.8034,6.2338,63.9256,0,720.2464,0,2399.689,28.6032,8.3,8.3,0,251.1817,1,0,3474.1237,5/28/2012 17:39,5/28/2012,0.73599537,12a,Ekofisk,Drilling,17.5,3475,24.8535,29.8398,28.6032
45593,14.398,82.6702,20.2357,18.202,1185.3737,649.3239,2404.9006,49.0838,1,3474.2043,236.6292,6.2338,63.9256,0,649.3239,0,2404.9006,18.202,8.3,8.3,0,251.1833,1,0,3474.2044,5/28/2012 17:39,5/28/2012,0.736053241,12a,Ekofisk,Drilling,17.5,3475,24.8535,29.9277,18.202
45594,15.4062,82.6724,20.2357,36.3913,1188.6886,569.2726,2400.9819,49.0838,1,3474.2446,235.504,6.2338,63.9256,0,569.2726,0,2400.9819,36.3913,8.3,8.3,0,251.1825,1,0,3474.2044,5/28/2012 17:40,5/28/2012,0.736111111,12a,Ekofisk,Drilling,17.5,3475,24.8535,28.7496,36.3913
45595,16.0609,82.6782,20.2357,36.3913,1188.9468,552.4038,2408.9463,49.0838,1,3474.2849,235.0841,6.2338,63.9256,0,552.4038,0,2408.9463,36.3913,8.3,8.3,0,251.1825,1,0,3474.164,5/28/2012 17:40,5/28/2012,0.736168981,12a,Ekofisk,Drilling,17.5,3475,24.8535,29.0009,36.3913
45596,15.8462,82.7295,20.2357,23.4001,1184.6016,552.0555,2402.2495,48.9966,1,3474.3254,235.415,6.2338,63.9256,0,552.0555,0,2402.2495,23.4001,8.3,8.3,0,251.1831,1,0,3474.285,5/28/2012 17:40,5/28/2012,0.736226852,12a,Ekofisk,Drilling,17.5,3475,24.8535,27.9589,23.4001
45597,14.6015,82.7309,20.2357,15.6018,1184.7258,623.1988,2395.281,48.9966,1,3474.3254,236.746,6.2338,63.9256,0,623.1988,0,2395.281,15.6018,8.3,8.3,0,251.1839,1,0,3474.3253,5/28/2012 17:40,5/28/2012,0.736284722,12a,Ekofisk,Drilling,17.5,3475,24.8535,26.9248,15.6018
45598,15.0703,82.594,20.2357,7.8009,1185.1179,717.4174,2458.4343,48.9966,1,3474.3254,235.911,6.2338,63.9256,0,717.4174,0,2458.4343,7.8009,8.3,8.3,0,251.1831,1,0,3474.285,5/28/2012 17:40,5/28/2012,0.736342593,12a,Ekofisk,Drilling,17.5,3475,24.8535,25.9578,7.8009
45599,13.4982,82.6084,20.2357,23.4052,1186.5154,689.1216,2450.4915,48.9966,1,3474.4463,237.9718,6.2338,63.9256,0,689.1216,0,2450.4915,23.4052,8.3,8.3,0,251.1863,1,0,3474.4463,5/28/2012 17:40,5/28/2012,0.736400463,12a,Ekofisk,Drilling,17.5,3475,24.8535,28.129,23.4052
45600,12.2948,82.7171,20.2357,39.0044,1186.2577,606.3761,2458.9019,48.9094,1,3474.4463,239.0376,6.2338,63.9256,0,606.3761,0,2458.9019,39.0044,8.3,8.3,0,251.183,1,0,3474.406,5/28/2012 17:40,5/28/2012,0.736458333,12a,Ekofisk,Drilling,17.5,3475,24.8535,27.085,39.0044
45601,13.7758,82.5658,20.2357,46.8027,1182.2515,720.7531,2467.4805,48.735,1,3474.5269,237.3897,6.2338,63.9256,0,720.7531,0,2467.4805,46.8027,8.3,8.3,0,251.182,1,0,3474.4866,5/28/2012 17:40,5/28/2012,0.736516204,12a,Ekofisk,Drilling,17.5,3475,24.8535,32.3075,46.8027
45602,15.7663,82.6571,20.2357,36.4041,1182.7494,620.1124,2476.8262,48.735,1,3474.5674,234.966,6.2338,63.9256,0,620.1124,0,2476.8262,36.4041,8.3,8.3,0,251.182,1,0,3474.4866,5/28/2012 17:40,5/28/2012,0.736574074,12a,Ekofisk,Drilling,17.5,3475,24.8535,31.0644,36.4041
45603,15.5805,82.4557,20.2357,36.4041,1183.5508,852.0798,2472.2217,48.6478,1,3474.6479,235.4067,6.2338,63.9256,0,852.0798,0,2472.2217,36.4041,8.3,8.3,0,251.1834,1,0,3474.6479,5/28/2012 17:40,5/28/2012,0.736631944,12a,Ekofisk,Drilling,17.5,3475,24.8535,32.1874,36.4041
45604,14.5645,82.5819,20.2357,31.2035,1184.6539,727.4578,2442.6648,48.5606,1,3474.6479,236.7553,6.2338,63.9256,0,727.4578,0,2442.6648,31.2035,8.3,8.3,0,251.181,1,0,3474.6076,5/28/2012 17:40,5/28/2012,0.736689815,12a,Ekofisk,Drilling,17.5,3475,24.8535,30.8151,31.2035
45605,18.4422,82.454,20.2357,23.4026,1184.9576,849.3167,2450.6816,48.5606,1,3474.6882,232.9495,6.2338,63.9256,0,849.3167,0,2450.6816,23.4026,8.3,8.3,0,251.1825,1,0,3474.6882,5/28/2012 17:40,5/28/2012,0.736747685,12a,Ekofisk,Drilling,17.5,3475,24.8535,34.9715,23.4026
45606,15.9949,82.5993,20.2357,49.4055,1183.3995,716.4283,2472.9639,48.5606,1,3474.8091,235.6638,6.2338,63.9256,0,716.4283,0,2472.9639,49.4055,8.3,8.3,0,251.1817,1,0,3474.6479,5/28/2012 17:41,5/28/2012,0.736805556,12a,Ekofisk,Drilling,17.5,3475,24.8535,33.7478,49.4055
45607,13.3694,82.6857,20.2357,52.0058,1185.0319,727.8413,2441.4541,48.5606,1,3474.8091,238.2433,6.2338,63.9256,0,727.8413,0,2441.4541,52.0058,8.3,8.3,0,251.1825,1,0,3474.6882,5/28/2012 17:41,5/28/2012,0.736863426,12a,Ekofisk,Drilling,17.5,3475,24.8535,32.2392,52.0058
45608,14.6771,82.3407,20.2357,13.0015,1180.7816,956.8406,2480.8027,48.3863,1,3474.8496,235.827,6.2338,63.9256,0,956.8406,0,2480.8027,13.0015,8.3,8.3,0,251.1815,1,0,3474.8495,5/28/2012 17:41,5/28/2012,0.736921296,12a,Ekofisk,Drilling,17.5,3475,24.8535,31.0692,13.0015
45609,18.2325,82.3194,20.2357,13.0015,1181.7433,1021.4943,2455.1506,48.3863,1,3474.8496,233.3887,6.2338,63.9256,0,1021.4943,0,2455.1506,13.0015,8.3,8.3,0,251.1815,1,0,3474.8092,5/28/2012 17:41,5/28/2012,0.736979167,12a,Ekofisk,Drilling,17.5,3475,24.8535,29.8019,13.0015
45610,16.7643,82.237,20.2357,13.0015,1184.2632,1066.4749,2476.6948,48.3863,1,3474.8496,234.6516,6.2338,63.9256,0,1066.4749,0,2476.6948,13.0015,8.3,8.3,0,251.1823,1,0,3474.8495,5/28/2012 17:41,5/28/2012,0.737037037,12a,Ekofisk,Drilling,17.5,3475,24.8535,30.076,13.0015
45611,17.0477,82.3173,20.2357,23.4026,1182.5713,964.9512,2463.6477,48.3863,1,3474.9302,234.118,6.2338,63.9256,0,964.9512,0,2463.6477,23.4026,8.3,8.3,0,251.1823,1,0,3474.8495,5/28/2012 17:41,5/28/2012,0.737094907,12a,Ekofisk,Drilling,17.5,3475,24.8535,30.0932,23.4026
45612,14.236,82.2509,20.2357,33.8038,1178.983,1046.201,2481.7261,48.3863,1,3474.9705,237.3421,6.2491,63.9242,0,1046.201,0,2481.7261,33.8038,8.3,8.3,0,251.1846,1,0,3474.9705,5/28/2012 17:41,5/28/2012,0.737152778,12a,Ekofisk,Drilling,17.5,3475,28.3915,29.0453,33.8038
45613,14.1937,82.4505,21.0329,28.6032,1181.0728,809.0826,2480.7527,48.3863,1,3475.0107,236.8673,6.2491,63.9242,0,809.0826,0,2480.7527,28.6032,8.3,8.3,0,251.1854,1,0,3475.0108,5/28/2012 17:41,5/28/2012,0.737210648,12a,Ekofisk,Drilling,17.5,3476,28.3915,30.8854,28.6032
45614,12.8162,82.6244,21.0329,33.8038,1180.2919,752.436,2480.3975,48.3863,1,3475.051,238.1794,6.2491,63.9242,0,752.436,0,2480.3975,33.8038,8.3,8.3,0,251.1846,1,0,3474.9705,5/28/2012 17:41,5/28/2012,0.737268519,12a,Ekofisk,Drilling,17.5,3476,28.3915,29.6289,33.8038
45615,22.364,82.5354,21.0329,62.407,1183.0522,909.3801,2503.418,48.3863,1,3475.2124,228.6711,6.2491,63.9242,0,909.3801,0,2503.418,62.407,8.3,8.3,0,251.1877,1,0,3475.1318,5/28/2012 17:41,5/28/2012,0.737326389,12a,Ekofisk,Drilling,17.5,3476,28.3915,32.8143,62.407
45616,15.1257,82.358,21.0329,54.6087,1179.4712,973.0966,2498.7434,48.3863,1,3475.2527,236.4296,6.2491,63.9242,0,973.0966,0,2498.7434,54.6087,8.3,8.3,0,251.1901,1,0,3475.2527,5/28/2012 17:41,5/28/2012,0.737384259,12a,Ekofisk,Drilling,17.5,3476,28.3915,32.9382,54.6087
45617,12.0063,82.5159,21.0329,49.4056,1182.5001,807.0846,2487.8,48.2991,1,3475.293,239.7518,6.2491,63.9242,0,807.0846,0,2487.8,49.4056,8.3,8.3,0,251.1884,1,0,3475.2527,5/28/2012 17:41,5/28/2012,0.73744213,12a,Ekofisk,Drilling,17.5,3476,28.3915,33.3805,49.4056
45618,12.7859,82.4125,21.0329,26.0029,1183.7467,916.7858,2491.9082,48.2991,1,3475.293,238.5191,6.2491,63.9242,0,916.7858,0,2491.9082,26.0029,8.3,8.3,0.1679,251.1892,1,0,3475.2931,5/28/2012 17:42,5/28/2012,0.7375,12a,Ekofisk,Drilling,17.5,3476,28.3915,31.9053,26.0029
45619,14.2455,82.4659,21.0329,26.0029,1180.8153,787.9667,2504.9875,48.2991,1,3475.4141,236.2655,6.2491,63.9242,0,787.9667,0,2504.9875,26.0029,8.3,8.3,0,251.1915,1,0,3475.414,5/28/2012 17:42,5/28/2012,0.73755787,12a,Ekofisk,Drilling,17.5,3476,28.3915,38.3606,26.0029
45620,10.5555,82.6079,21.0329,52.0059,1180.5502,649.0437,2476.1362,48.2119,1,3475.4543,241.0703,6.2491,63.9242,0,649.0437,0,2476.1362,52.0059,8.3,8.3,0,251.1882,1,0,3475.3737,5/28/2012 17:42,5/28/2012,0.737615741,12a,Ekofisk,Drilling,17.5,3476,28.3915,36.4434,52.0059
45621,15.3669,82.7312,21.0329,85.8097,1179.2145,551.0069,2480.0652,48.1247,1,3475.6157,235.5597,6.2491,63.9242,0,551.0069,0,2480.0652,85.8097,8.3,8.3,0,251.1889,1,0,3475.414,5/28/2012 17:42,5/28/2012,0.737673611,12a,Ekofisk,Drilling,17.5,3476,28.3915,39.2621,85.8097
45622,12.0963,82.5164,21.0329,54.6036,1179.1832,828.0689,2482.6501,48.0375,1,3475.6157,239.1732,6.2491,63.9242,0,828.0689,0,2482.6501,54.6036,8.3,8.3,0,251.192,1,0,3475.6157,5/28/2012 17:42,5/28/2012,0.737731481,12a,Ekofisk,Drilling,17.5,3476,28.3915,37.238,54.6036
45623,15.5451,82.423,21.0329,23.4026,1180.9063,871.6271,2484.6902,47.9503,1,3475.6157,235.9072,6.2491,63.9242,0,871.6271,0,2484.6902,23.4026,8.3,8.3,0,251.1871,1,0,3475.5753,5/28/2012 17:42,5/28/2012,0.737789352,12a,Ekofisk,Drilling,17.5,3476,28.3915,40.0083,23.4026
45624,14.1466,82.4224,21.0329,57.2372,1180.2831,922.8483,2492.9492,47.9503,1,3475.8174,237.0589,6.2491,63.9242,0,922.8483,0,2492.9492,57.2372,8.3,8.3,0,251.1894,1,0,3475.656,5/28/2012 17:42,5/28/2012,0.737847222,12a,Ekofisk,Drilling,17.5,3476,28.3915,44.5045,57.2372
45625,13.3898,82.4817,21.0329,65.0458,1182.3684,879.9438,2495.5381,47.7759,1,3475.8174,237.9229,6.2491,63.9242,0,879.9438,0,2495.5381,65.0458,8.3,8.3,0,251.1868,1,0,3475.6963,5/28/2012 17:42,5/28/2012,0.737905093,12a,Ekofisk,Drilling,17.5,3476,28.3915,41.9212,65.0458
45626,15.5692,82.4703,21.0329,31.2189,1180.3008,936.2227,2517.0061,47.6888,1,3475.8979,235.1321,6.2491,63.9242,0,936.2227,0,2517.0061,31.2189,8.3,8.3,0,251.189,1,0,3475.8979,5/28/2012 17:42,5/28/2012,0.737962963,12a,Ekofisk,Drilling,17.5,3476,28.3915,45.6953,31.2189
45627,14.7724,82.4823,21.0329,26.0029,1177.2645,903.8997,2514.7722,47.5144,1,3475.8979,236.1856,6.2491,63.9242,0,903.8997,0,2514.7722,26.0029,8.3,8.3,0,251.1849,1,0,3475.8979,5/28/2012 17:42,5/28/2012,0.738020833,12a,Ekofisk,Drilling,17.5,3476,28.3915,50.1858,26.0029
45628,15.4528,82.5267,21.0329,46.8053,1179.9839,842.3801,2541.1179,47.4272,1,3475.9785,235.7883,6.2604,63.9209,0,842.3801,0,2541.1179,46.8053,8.3,8.3,0,251.1857,1,0,3475.8979,5/28/2012 17:42,5/28/2012,0.738078704,12a,Ekofisk,Drilling,17.5,3476,46.3277,46.9261,46.8053
45629,17.7853,82.6133,20.2509,36.4143,1180.8796,813.754,2505.179,47.34,1,3476.0188,233.7848,6.2604,63.9209,0,813.754,0,2505.179,36.4143,8.3,8.3,0,251.1839,1,0,3476.0189,5/28/2012 17:42,5/28/2012,0.738136574,12a,Ekofisk,Drilling,17.5,3477,46.3277,44.9132,36.4143
45630,14.9948,82.5446,20.2509,23.4154,1179.6953,680.4457,2512.3279,47.34,1,3476.0591,236.7958,6.2604,63.9209,0,680.4457,0,2512.3279,23.4154,8.3,8.3,0,251.1854,1,0,3476.0592,5/28/2012 17:43,5/28/2012,0.738194444,12a,Ekofisk,Drilling,17.5,3477,46.3277,45.9342,23.4154
45631,16.3419,82.6627,20.2509,31.2086,1182.5123,673.1799,2502.8811,47.1656,1,3476.0996,234.456,6.2604,63.9209,0,673.1799,0,2502.8811,31.2086,8.3,8.3,0,251.1828,1,0,3476.0995,5/28/2012 17:43,5/28/2012,0.738252315,12a,Ekofisk,Drilling,17.5,3477,46.3277,43.294,31.2086
45632,13.8111,82.464,20.2509,26.0029,1179.446,951.1154,2474.4648,46.9912,1,3476.0996,237.5673,6.2604,63.9209,0,951.1154,0,2474.4648,26.0029,8.3,8.3,0,251.1828,1,0,3476.0995,5/28/2012 17:43,5/28/2012,0.738310185,12a,Ekofisk,Drilling,17.5,3477,46.3277,40.9657,26.0029
45633,19.2001,82.3024,20.2509,33.8038,1177.7365,1011.6011,2513.7629,46.9912,1,3476.2205,232.6596,6.2604,63.9209,0,1011.6011,0,2513.7629,33.8038,8.3,8.3,0,251.1818,1,0,3476.1802,5/28/2012 17:43,5/28/2012,0.738368056,12a,Ekofisk,Drilling,17.5,3477,46.3277,42.7609,33.8038
45634,12.1928,82.5521,20.2509,52.0058,1180.3619,832.1443,2516.1248,46.7297,1,3476.301,239.0048,6.2604,63.9209,0,832.1443,0,2516.1248,52.0058,8.3,8.3,0,251.1775,1,0,3476.2608,5/28/2012 17:43,5/28/2012,0.738425926,12a,Ekofisk,Drilling,17.5,3477,46.3277,46.5965,52.0058
45635,18.6634,82.3318,20.2509,41.6047,1180.3995,1010.533,2516.5024,46.6425,1,3476.3818,231.4139,6.2604,63.9209,0,1010.533,0,2516.5024,41.6047,8.3,8.3,0,251.1774,1,0,3476.3415,5/28/2012 17:43,5/28/2012,0.738483796,12a,Ekofisk,Drilling,17.5,3477,46.3277,44.4762,41.6047
45636,17.1868,82.2901,20.2509,31.2035,1182.5938,906.9064,2533.7695,46.6425,1,3476.3818,234.2031,6.2604,63.9209,0,906.9064,0,2533.7695,31.2035,8.3,8.3,0,251.1766,1,0,3476.3415,5/28/2012 17:43,5/28/2012,0.738541667,12a,Ekofisk,Drilling,17.5,3477,46.3277,41.8984,31.2035
45637,15.544,82.312,20.2509,23.4026,1176.5432,903.5856,2525.7266,46.4681,1,3476.3818,235.6808,6.2604,63.9209,0,903.5856,0,2525.7266,23.4026,8.3,8.3,0,251.1757,1,0,3476.3818,5/28/2012 17:43,5/28/2012,0.738599537,12a,Ekofisk,Drilling,17.5,3477,46.3277,39.9198,23.4026
45638,14.9112,82.1495,20.2509,23.4026,1176.6998,1156.7766,2507.7402,46.4681,1,3476.5027,236.2183,6.2604,63.9209,0,1156.7766,0,2507.7402,23.4026,8.3,8.3,0,251.1756,1,0,3476.4221,5/28/2012 17:43,5/28/2012,0.738657407,12a,Ekofisk,Drilling,17.5,3477,46.3277,40.4647,23.4026
45639,17.4815,81.8348,20.2509,26.0029,1181.4049,1426.1963,2544.9717,46.4681,1,3476.5027,233.7146,6.2604,63.9209,0,1426.1963,0,2544.9717,26.0029,8.3,8.3,0,251.1756,1,0,3476.4221,5/28/2012 17:43,5/28/2012,0.738715278,12a,Ekofisk,Drilling,17.5,3477,46.3277,38.3214,26.0029
45640,17.4132,82.1594,20.2509,13.0015,1180.8351,1111.9486,2538.4961,46.4681,1,3476.5835,233.7935,6.2604,63.9209,0,1111.9486,0,2538.4961,13.0015,8.3,8.3,0,251.1779,1,0,3476.5834,5/28/2012 17:43,5/28/2012,0.738773148,12a,Ekofisk,Drilling,17.5,3477,46.3277,36.8209,13.0015
45641,15.9945,82.3541,20.2509,26.0029,1179.8911,823.707,2486.6907,46.4681,1,3476.5835,235.151,6.2604,63.9209,0,823.707,0,2486.6907,26.0029,8.3,8.3,0,251.1779,1,0,3476.5431,5/28/2012 17:43,5/28/2012,0.738831019,12a,Ekofisk,Drilling,17.5,3477,46.3277,35.0546,26.0029
45642,15.8487,82.169,20.2509,26.0029,1179.0098,1084.3999,2511.1238,46.4681,1,3476.5835,235.3535,6.2604,63.9209,0,1084.3999,0,2511.1238,26.0029,8.3,8.3,0,251.1771,1,0,3476.5027,5/28/2012 17:44,5/28/2012,0.738888889,12a,Ekofisk,Drilling,17.5,3477,46.3277,33.4202,26.0029
45643,15.321,82.1876,20.2509,33.8038,1179.535,1112.8018,2495.6499,46.4681,1,3476.7043,235.9185,6.2604,63.9209,0,1112.8018,0,2495.6499,33.8038,8.3,8.3,0,251.1795,1,0,3476.5834,5/28/2012 17:44,5/28/2012,0.738946759,12a,Ekofisk,Drilling,17.5,3477,46.3277,36.3507,33.8038
45644,16.511,82.2417,20.2509,41.6047,1180.8027,1063.6118,2501.9976,46.3809,1,3476.7446,234.7337,6.2604,63.9209,0,1063.6118,0,2501.9976,41.6047,8.3,8.3,0,251.1818,1,0,3476.7447,5/28/2012 17:44,5/28/2012,0.73900463,12a,Ekofisk,Drilling,17.5,3477,46.3277,34.7322,41.6047
45645,14.1788,82.3804,20.2509,39.0172,1180.8049,938.0954,2508.481,46.2065,1,3476.7849,237.0533,6.2604,63.9209,0,938.0954,0,2508.481,39.0172,8.3,8.3,0,251.1775,1,0,3476.785,5/28/2012 17:44,5/28/2012,0.7390625,12a,Ekofisk,Drilling,17.5,3477,46.3277,33.2506,39.0172
45646,15.991,82.0177,20.2509,28.616,1180.0515,1221.1796,2511.6763,46.0322,1,3476.8254,235.1101,6.2604,63.9209,0,1221.1796,0,2511.6763,28.616,8.3,8.3,0,251.1749,1,0,3476.8253,5/28/2012 17:44,5/28/2012,0.73912037,12a,Ekofisk,Drilling,17.5,3477,46.3277,35.5732,28.616
45647,16.1221,81.7318,20.2509,31.2061,1180.1405,1457.4512,2542.1797,45.7706,1,3476.9866,235.0202,6.2604,63.9209,0,1457.4512,0,2542.1797,31.2061,8.3,8.3,0,251.173,1,0,3476.9866,5/28/2012 17:44,5/28/2012,0.739178241,12a,Ekofisk,Drilling,17.5,3477,46.3277,38.5424,31.2061
45648,16.271,81.7289,20.2509,41.6047,1179.3722,1533.4727,2514.9404,45.5962,1,3476.9866,234.8033,6.2698,63.921,0,1533.4727,0,2514.9404,41.6047,8.3,8.3,0,251.1696,1,0,3476.9866,5/28/2012 17:44,5/28/2012,0.739236111,12a,Ekofisk,Drilling,17.5,3477,36.7255,39.2417,41.6047
45649,17.2332,81.898,23.1646,52.0058,1178.6371,1344.2665,2525.8513,45.3346,1,3477.1077,233.8465,6.2698,63.921,0,1344.2665,0,2525.8513,52.0058,8.3,8.3,0,251.1669,1,0,3477.1076,5/28/2012 17:44,5/28/2012,0.739293981,12a,Ekofisk,Drilling,17.5,3478,36.7255,42.3883,52.0058
45650,18.544,81.7446,23.1646,41.6047,1179.179,1531.8088,2549.9585,45.2474,1,3477.1077,232.5894,6.2698,63.921,0,1531.8088,0,2549.9585,41.6047,8.3,8.3,0,251.1652,1,0,3477.1076,5/28/2012 17:44,5/28/2012,0.739351852,12a,Ekofisk,Drilling,17.5,3478,36.7255,41.0125,41.6047
45651,18.4414,81.8133,23.1646,39.0044,1180.6318,1391.2362,2492.4805,45.2474,1,3477.2285,232.7171,6.2698,63.921,0,1391.2362,0,2492.4805,39.0044,8.3,8.3,0,251.1676,1,0,3477.2286,5/28/2012 17:44,5/28/2012,0.739409722,12a,Ekofisk,Drilling,17.5,3478,36.7255,40.157,39.0044
45652,17.7898,82.24,23.1646,26.0029,1177.7097,1114.5323,2523.5571,45.0731,1,3477.2285,233.294,6.2698,63.921,0,1114.5323,0,2523.5571,26.0029,8.3,8.3,0,251.1634,1,0,3477.1882,5/28/2012 17:44,5/28/2012,0.739467593,12a,Ekofisk,Drilling,17.5,3478,36.7255,38.0214,26.0029
45653,19.3766,81.8352,23.1646,20.8023,1175.5193,1462.2356,2537.4414,45.0731,1,3477.3899,231.8182,6.2698,63.921,0,1462.2356,0,2537.4414,20.8023,8.3,8.3,0,251.1673,1,0,3477.3898,5/28/2012 17:44,5/28/2012,0.739525463,12a,Ekofisk,Drilling,17.5,3478,36.7255,45.0912,20.8023
45654,17.8188,81.8391,23.1646,52.0058,1179.0752,1415.1083,2520.0073,45.0731,1,3477.3899,233.3416,6.2698,63.921,0,1415.1083,0,2520.0073,52.0058,8.3,8.3,0,251.1673,1,0,3477.3898,5/28/2012 17:45,5/28/2012,0.739583333,12a,Ekofisk,Drilling,17.5,3478,36.7255,42.6273,52.0058
45655,17.5911,81.9575,23.1646,67.6076,1182.6693,1257.2839,2521.0081,45.0731,1,3477.5107,233.6089,6.2698,63.921,0,1257.2839,0,2521.0081,67.6076,8.3,8.3,0,251.1696,1,0,3477.5108,5/28/2012 17:45,5/28/2012,0.739641204,12a,Ekofisk,Drilling,17.5,3478,36.7255,47.1996,67.6076
45656,17.1546,82.2733,23.1646,54.6061,1179.5884,881.7391,2515.6541,45.0731,1,3477.551,234.0169,6.2698,63.921,0,881.7391,0,2515.6541,54.6061,8.3,8.3,0,251.1696,1,0,3477.5108,5/28/2012 17:45,5/28/2012,0.739699074,12a,Ekofisk,Drilling,17.5,3478,36.7255,44.8123,54.6061
45657,17.8895,82.2714,23.1646,39.0044,1178.6163,1020.2729,2532.4768,45.0731,1,3477.551,233.3299,6.2698,63.921,0,1020.2729,0,2532.4768,39.0044,8.3,8.3,0,251.1704,1,0,3477.5511,5/28/2012 17:45,5/28/2012,0.739756944,12a,Ekofisk,Drilling,17.5,3478,36.7255,42.2211,39.0044
45658,16.3311,82.3731,23.1646,20.8023,1182.444,821.1642,2529.0356,45.0731,1,3477.6318,234.8978,6.2698,63.921,0,821.1642,0,2529.0356,20.8023,8.3,8.3,0,251.172,1,0,3477.6318,5/28/2012 17:45,5/28/2012,0.739814815,12a,Ekofisk,Drilling,17.5,3478,36.7255,45.6304,20.8023
45659,16.3554,82.7025,23.1646,28.6006,1179.2769,569.2593,2483.4131,45.0731,1,3477.6318,234.754,6.2698,63.921,0,569.2593,0,2483.4131,28.6006,8.3,8.3,0,251.172,1,0,3477.6318,5/28/2012 17:45,5/28/2012,0.739872685,12a,Ekofisk,Drilling,17.5,3478,36.7255,43.0787,28.6006
