Seq,WOB,RPM,GR,ROP,Q,Torque,Pressure,BlockPos,TFAC,DepthHole,HookLoadA,MWout,TempMudin,TorqueRel,TorqueAbs,Flowout,Pressure,ROPI,ECDBottom,ECDBit,Overpull,HookLoad,OnbtmStatus,InslipsStatus,Depth,DateTime,Date,Time,Wellid,Formation,Activity,BitSize,HoleDepthRounded,ROP,ROP1,ROPI
46096,20.9766,81.9058,16.7544,39.03,1176.5878,1291.7498,2545.1436,22.9269,1,3498.1963,230.1769,6.4666,63.9188,0,1291.7498,0,2545.1436,39.03,8.3,8.3,0,251.1398,1,0,3498.1157,5/28/2012 18:21,5/28/2012,0.765162037,12a,Ekofisk,Drilling,17.5,3499,39.4006,35.3197,39.03
46097,21.1967,81.8968,16.7544,46.8309,1177.5365,1220.7135,2556.3718,22.9269,1,3498.2769,230.0179,6.4666,63.9188,0,1220.7135,0,2556.3718,46.8309,8.3,8.3,0,251.1414,1,0,3498.1963,5/28/2012 18:21,5/28/2012,0.765219907,12a,Ekofisk,Drilling,17.5,3499,39.4006,39.5694,46.8309
46098,22.2363,82.1261,16.7544,31.2086,1176.65,1110.7825,2538.7734,22.9269,1,3498.2769,228.8662,6.4666,63.9188,0,1110.7825,0,2538.7734,31.2086,8.3,8.3,0,251.1406,1,0,3498.156,5/28/2012 18:22,5/28/2012,0.765277778,12a,Ekofisk,Drilling,17.5,3499,39.4006,37.514,31.2086
46099,21.6651,81.9534,16.7544,10.4012,1177.5227,1256.6764,2545.7898,22.9269,1,3498.2769,229.4908,6.4666,63.9188,0,1256.6764,0,2545.7898,10.4012,8.3,8.3,0,251.1422,1,0,3498.2366,5/28/2012 18:22,5/28/2012,0.765335648,12a,Ekofisk,Drilling,17.5,3499,39.4006,35.6641,10.4012
46100,20.3326,81.8369,16.7544,13.0015,1176.9066,1325.1808,2565.8467,22.9269,1,3498.3174,230.8085,6.4666,63.9188,0,1325.1808,0,2565.8467,13.0015,8.3,8.3,0,251.1422,1,0,3498.2366,5/28/2012 18:22,5/28/2012,0.765393519,12a,Ekofisk,Drilling,17.5,3499,39.4006,34.1559,13.0015
46101,20.7604,81.6202,16.7544,33.7833,1175.9758,1581.2091,2563.5168,22.9269,1,3498.4382,230.3916,6.4666,63.9188,0,1581.2091,0,2563.5168,33.7833,8.3,8.3,0,251.1461,1,0,3498.3979,5/28/2012 18:22,5/28/2012,0.765451389,12a,Ekofisk,Drilling,17.5,3499,39.4006,33.16,33.7833
46102,21.2491,81.7088,16.7544,28.5776,1176.1604,1454.5037,2539.9146,22.9269,1,3498.4382,229.8678,6.4666,63.9188,0,1454.5037,0,2539.9146,28.5776,8.3,8.3,0,251.1453,1,0,3498.3979,5/28/2012 18:22,5/28/2012,0.765509259,12a,Ekofisk,Drilling,17.5,3499,39.4006,31.7043,28.5776
46103,19.8113,81.9475,16.7544,33.7884,1175.1432,1228.2875,2552.0386,22.7526,1,3498.5188,231.3512,6.4666,63.9188,0,1228.2875,0,2552.0386,33.7884,8.3,8.3,0,251.1443,1,0,3498.5189,5/28/2012 18:22,5/28/2012,0.76556713,12a,Ekofisk,Drilling,17.5,3499,39.4006,33.5742,33.7884
46104,20.256,81.9148,16.7544,36.4041,1176.9351,1296.5699,2553.3389,22.7526,1,3498.5996,230.9394,6.4666,63.9188,0,1296.5699,0,2553.3389,36.4041,8.3,8.3,0,251.1458,1,0,3498.5995,5/28/2012 18:22,5/28/2012,0.765625,12a,Ekofisk,Drilling,17.5,3499,39.4006,34.5507,36.4041
46105,20.3472,81.8702,16.7544,44.205,1175.7241,1363.9858,2578.8181,22.7526,1,3498.7205,230.7382,6.4666,63.9188,0,1363.9858,0,2578.8181,44.205,8.3,8.3,0,251.1481,1,0,3498.7205,5/28/2012 18:22,5/28/2012,0.76568287,12a,Ekofisk,Drilling,17.5,3499,39.4006,41.8578,44.205
46106,19.1562,82.0521,16.7544,72.8082,1177.4646,1175.335,2550.3115,22.7526,1,3498.7607,231.8888,6.4666,63.9188,0,1175.335,0,2550.3115,72.8082,8.3,8.3,0,251.1466,1,0,3498.6398,5/28/2012 18:22,5/28/2012,0.765740741,12a,Ekofisk,Drilling,17.5,3499,39.4006,39.5897,72.8082
46107,19.3215,82.0344,16.7544,62.407,1175.5549,1173.6511,2531.4014,22.7526,1,3498.801,231.8623,6.4666,63.9188,0,1173.6511,0,2531.4014,62.407,8.3,8.3,0,251.1458,1,0,3498.5995,5/28/2012 18:22,5/28/2012,0.765798611,12a,Ekofisk,Drilling,17.5,3499,39.4006,37.8308,62.407
46108,20.7015,81.7379,16.7544,20.8023,1175.8042,1455.3281,2535.9636,22.7526,1,3498.8416,230.4986,6.4666,63.9188,0,1455.3281,0,2535.9636,20.8023,8.3,8.3,0,251.1505,1,0,3498.8415,5/28/2012 18:22,5/28/2012,0.765856481,12a,Ekofisk,Drilling,17.5,3499,39.4006,36.2081,20.8023
46109,19.6949,81.9911,16.7544,18.202,1177.4915,1207.6635,2533.7271,22.7526,1,3498.8416,231.3943,6.4666,63.9188,0,1207.6635,0,2533.7271,18.202,8.3,8.3,0,251.1489,1,0,3498.7608,5/28/2012 18:22,5/28/2012,0.765914352,12a,Ekofisk,Drilling,17.5,3499,39.4006,34.4988,18.202
46110,18.6708,81.8749,16.7544,13.0015,1178.2294,1338.6268,2539.4644,22.7526,1,3498.8416,232.5008,6.4666,63.9188,0,1338.6268,0,2539.4644,13.0015,8.3,8.3,0,251.1489,1,0,3498.7608,5/28/2012 18:23,5/28/2012,0.765972222,12a,Ekofisk,Drilling,17.5,3499,39.4006,32.9245,13.0015
46111,18.7083,81.9004,16.7544,7.7932,1175.6172,1303.6322,2545.1436,22.7526,1,3498.8818,232.4481,6.4666,63.9188,0,1303.6322,0,2545.1436,7.7932,8.3,8.3,0,251.1505,1,0,3498.8011,5/28/2012 18:23,5/28/2012,0.766030093,12a,Ekofisk,Drilling,17.5,3499,39.4006,33.1391,7.7932
46112,20.2422,82.1213,16.7544,12.9887,1171.7083,1176.9154,2542.0869,22.7526,1,3498.8818,230.9729,6.4666,63.9188,0,1176.9154,0,2542.0869,12.9887,8.3,8.3,0,251.1505,1,0,3498.8415,5/28/2012 18:23,5/28/2012,0.766087963,12a,Ekofisk,Drilling,17.5,3499,39.4006,31.6996,12.9887
46113,18.3723,82.2263,16.7544,20.7947,1178.1215,1056.3798,2555.9807,22.7526,1,3498.9624,232.7774,6.4666,63.9188,0,1056.3798,0,2555.9807,20.7947,8.3,8.3,0,251.1528,1,0,3498.9624,5/28/2012 18:23,5/28/2012,0.766145833,12a,Ekofisk,Drilling,17.5,3499,39.4006,30.5258,20.7947
46114,19.2595,82.1811,16.7544,26.0029,1179.2501,1021.0734,2531.6973,22.7526,1,3498.9624,231.8513,6.4666,63.9188,0,1021.0734,0,2531.6973,26.0029,8.3,8.3,0,251.1513,1,0,3498.8818,5/28/2012 18:23,5/28/2012,0.766203704,12a,Ekofisk,Drilling,17.5,3499,39.4006,29.2765,26.0029
46115,18.4727,82.2246,17.4852,31.2035,1177.7365,1080.9241,2552.1145,22.5782,1,3499.043,232.5989,6.4748,63.9199,0,1080.9241,0,2552.1145,31.2035,8.3,8.3,0,251.151,1,0,3499.0431,5/28/2012 18:23,5/28/2012,0.766261574,12a,Ekofisk,Drilling,17.5,3500,27.6248,29.7011,31.2035
46116,19.7605,81.9488,17.4852,26.0029,1175.6471,1274.8229,2543.0518,22.2294,1,3499.043,231.4907,6.4748,63.9199,0,1274.8229,0,2543.0518,26.0029,8.3,8.3,0,251.1444,1,0,3498.9624,5/28/2012 18:23,5/28/2012,0.766319444,12a,Ekofisk,Drilling,17.5,3500,27.6248,28.5185,26.0029
46117,19.6203,81.8882,17.4852,54.5805,1179.0098,1301.698,2548.1191,22.055,1,3499.1641,231.4724,6.4748,63.9199,0,1301.698,0,2548.1191,54.5805,8.3,8.3,0,251.1425,1,0,3499.1237,5/28/2012 18:23,5/28/2012,0.766377315,12a,Ekofisk,Drilling,17.5,3500,27.6248,32.9969,54.5805
46118,21.8796,81.8029,17.4852,38.9788,1180.6302,1424.9866,2564.7529,22.055,1,3499.1641,229.2988,6.4748,63.9199,0,1424.9866,0,2564.7529,38.9788,8.3,8.3,0,251.1425,1,0,3499.1237,5/28/2012 18:23,5/28/2012,0.766435185,12a,Ekofisk,Drilling,17.5,3500,27.6248,31.5801,38.9788
46119,20.2785,82.0277,17.4852,38.9993,1176.6188,1146.2385,2533.031,21.7935,1,3499.3254,230.7652,6.4748,63.9199,0,1146.2385,0,2533.031,38.9993,8.3,8.3,0,251.1413,1,0,3499.3253,5/28/2012 18:23,5/28/2012,0.766493056,12a,Ekofisk,Drilling,17.5,3500,27.6248,38.5088,38.9993
46120,21.3064,82.1352,17.4852,52.0058,1177.113,1121.4497,2524.4553,21.7935,1,3499.3254,229.7126,6.4748,63.9199,0,1121.4497,0,2524.4553,52.0058,8.3,8.3,0,251.1397,1,0,3499.285,5/28/2012 18:23,5/28/2012,0.766550926,12a,Ekofisk,Drilling,17.5,3500,27.6248,36.5598,52.0058
46121,20.8904,81.9319,17.4852,54.6061,1170.1857,1387.4813,2531.5889,21.7935,1,3499.3657,230.2829,6.4748,63.9199,0,1387.4813,0,2531.5889,54.6061,8.3,8.3,0,251.1382,1,0,3499.164,5/28/2012 18:23,5/28/2012,0.766608796,12a,Ekofisk,Drilling,17.5,3500,27.6248,34.9783,54.6061
46122,22.1601,81.7487,17.4852,23.4026,1173.6945,1552.0002,2527.1643,21.6191,1,3499.4463,228.9786,6.4748,63.9199,0,1552.0002,0,2527.1643,23.4026,8.3,8.3,0,251.1403,1,0,3499.4463,5/28/2012 18:24,5/28/2012,0.766666667,12a,Ekofisk,Drilling,17.5,3500,27.6248,36.5439,23.4026
46123,23.7847,81.9674,17.4852,31.2035,1175.9645,1298.3024,2534.4094,21.6191,1,3499.4463,227.2958,6.4748,63.9199,0,1298.3024,0,2534.4094,31.2035,8.3,8.3,0,251.1395,1,0,3499.4463,5/28/2012 18:24,5/28/2012,0.766724537,12a,Ekofisk,Drilling,17.5,3500,27.6248,36.9104,31.2035
46124,21.401,82.1251,17.4852,33.8038,1174.2638,1108.1847,2567.1858,21.6191,1,3499.5269,229.6846,6.4748,63.9199,0,1108.1847,0,2567.1858,33.8038,8.3,8.3,0,251.1387,1,0,3499.3657,5/28/2012 18:24,5/28/2012,0.766782407,12a,Ekofisk,Drilling,17.5,3500,27.6248,35.1344,33.8038
46125,22.3408,81.9531,17.4852,13.0015,1173.0376,1244.9255,2546.481,21.6191,1,3499.5269,228.8584,6.4748,63.9199,0,1244.9255,0,2546.481,13.0015,8.3,8.3,0,251.1395,1,0,3499.406,5/28/2012 18:24,5/28/2012,0.766840278,12a,Ekofisk,Drilling,17.5,3500,27.6248,33.5057,13.0015
46126,23.7739,82.0268,17.4852,2.6003,1174.4774,1249.1486,2530.4202,21.6191,1,3499.5269,227.3854,6.4748,63.9199,0,1249.1486,0,2530.4202,2.6003,8.3,8.3,0,251.1418,1,0,3499.5269,5/28/2012 18:24,5/28/2012,0.766898148,12a,Ekofisk,Drilling,17.5,3500,27.6248,33.9108,2.6003
46127,21.4511,82.3946,17.4852,26.0286,1172.5453,853.5023,2542.9138,21.6191,1,3499.6077,229.6546,6.4748,63.9199,0,853.5023,0,2542.9138,26.0286,8.3,8.3,0,251.1418,1,0,3499.5269,5/28/2012 18:24,5/28/2012,0.766956019,12a,Ekofisk,Drilling,17.5,3500,27.6248,32.4079,26.0286
46128,21.5602,82.1731,17.4852,26.0286,1174.4954,1076.881,2535.3081,21.6191,1,3499.6077,229.6159,6.4748,63.9199,0,1076.881,0,2535.3081,26.0286,8.3,8.3,0,251.1418,1,0,3499.5269,5/28/2012 18:24,5/28/2012,0.767013889,12a,Ekofisk,Drilling,17.5,3500,27.6248,31.0123,26.0286
46129,21.7681,82.2939,17.4852,5.2057,1173.5248,963.3508,2549.8071,21.6191,1,3499.6077,229.3642,6.4748,63.9199,0,963.3508,0,2549.8071,5.2057,8.3,8.3,0,251.1418,1,0,3499.5269,5/28/2012 18:24,5/28/2012,0.767071759,12a,Ekofisk,Drilling,17.5,3500,27.6248,29.7354,5.2057
46130,21.1612,82.1929,17.4852,10.4012,1174.3618,970.6614,2551.1626,21.6191,1,3499.6882,230.0157,6.4748,63.9199,0,970.6614,0,2551.1626,10.4012,8.3,8.3,0,251.1449,1,0,3499.6882,5/28/2012 18:24,5/28/2012,0.76712963,12a,Ekofisk,Drilling,17.5,3500,27.6248,28.8323,10.4012
46131,20.3967,82.3028,17.4852,39.0044,1175.6974,976.7313,2541.3591,21.6191,1,3499.7285,230.7425,6.4748,63.9199,0,976.7313,0,2541.3591,39.0044,8.3,8.3,0,251.1449,1,0,3499.6882,5/28/2012 18:24,5/28/2012,0.7671875,12a,Ekofisk,Drilling,17.5,3500,27.6248,27.7265,39.0044
46132,21.2534,82.006,17.4852,36.4041,1175.1342,1233.3376,2529.4836,21.6191,1,3499.7285,229.8932,6.4748,63.9199,0,1233.3376,0,2529.4836,36.4041,8.3,8.3,0,251.1457,1,0,3499.7286,5/28/2012 18:24,5/28/2012,0.76724537,12a,Ekofisk,Drilling,17.5,3500,27.6248,26.6994,36.4041
46133,21.2351,82.2801,17.4852,7.8009,1171.6726,1015.9976,2536.8638,21.6191,1,3499.7688,229.8965,6.4748,63.9199,0,1015.9976,0,2536.8638,7.8009,8.3,8.3,0,251.1465,1,0,3499.7689,5/28/2012 18:24,5/28/2012,0.767303241,12a,Ekofisk,Drilling,17.5,3500,27.6248,28.5863,7.8009
46134,19.7652,82.2082,17.4852,39.0044,1174.8871,1110.4493,2553.092,21.4447,1,3499.8496,231.3767,6.4748,63.9199,0,1110.4493,0,2553.092,39.0044,8.3,8.3,0,251.1447,1,0,3499.8495,5/28/2012 18:25,5/28/2012,0.767361111,12a,Ekofisk,Drilling,17.5,3500,27.6248,30.5536,39.0044
46135,20.1134,82.0582,17.4852,49.4055,1175.9199,1217.5928,2558.3601,21.4447,1,3499.8899,231.0645,6.4748,63.9199,0,1217.5928,0,2558.3601,49.4055,8.3,8.3,0,251.1439,1,0,3499.8092,5/28/2012 18:25,5/28/2012,0.767418981,12a,Ekofisk,Drilling,17.5,3500,27.6248,32.0546,49.4055
46136,21.0211,81.8098,17.4852,20.8023,1172.661,1434.8773,2544.4575,21.4447,1,3499.8899,230.1238,6.4748,63.9199,0,1434.8773,0,2544.4575,20.8023,8.3,8.3,0,251.1447,1,0,3499.8495,5/28/2012 18:25,5/28/2012,0.767476852,12a,Ekofisk,Drilling,17.5,3500,27.6248,30.7053,20.8023
46137,20.0632,82.0034,18.2608,28.6058,1173.3975,1277.4243,2521.1584,21.4447,1,3500.0107,231.0975,6.4833,63.9198,0,1277.4243,0,2521.1584,28.6058,8.3,8.3,0,251.1478,1,0,3500.0108,5/28/2012 18:25,5/28/2012,0.767534722,12a,Ekofisk,Drilling,17.5,3501,32.8288,32.3671,28.6058
46138,18.8607,82.3074,18.2608,54.6062,1172.5096,1028.3837,2527.5068,21.2703,1,3500.0916,232.1558,6.4833,63.9198,0,1028.3837,0,2527.5068,54.6062,8.3,8.3,0,251.1452,1,0,3500.0511,5/28/2012 18:25,5/28/2012,0.767592593,12a,Ekofisk,Drilling,17.5,3501,32.8288,33.1137,54.6062
46139,22.644,82.0401,18.2608,49.403,1175.6974,1224.2546,2532.8503,21.2703,1,3500.0916,228.5362,6.4833,63.9198,0,1224.2546,0,2532.8503,49.403,8.3,8.3,0,251.1452,1,0,3500.0511,5/28/2012 18:25,5/28/2012,0.767650463,12a,Ekofisk,Drilling,17.5,3501,32.8288,31.6777,49.403
46140,20.247,82.0979,18.2608,23.4026,1172.2188,1266.8953,2514.8953,21.096,1,3500.1721,230.9518,6.4833,63.9198,0,1266.8953,0,2514.8953,23.4026,8.3,8.3,0,251.1442,1,0,3500.1721,5/28/2012 18:25,5/28/2012,0.767708333,12a,Ekofisk,Drilling,17.5,3501,32.8288,33.554,23.4026
46141,20.2105,81.8007,18.2608,31.1984,1172.3672,1518.2318,2545.3618,20.9216,1,3500.2124,230.8785,6.4833,63.9198,0,1518.2318,0,2545.3618,31.1984,8.3,8.3,0,251.1433,1,0,3500.2124,5/28/2012 18:25,5/28/2012,0.767766204,12a,Ekofisk,Drilling,17.5,3501,32.8288,32.4574,31.1984
46142,21.2501,81.7339,18.2608,72.7928,1171.2452,1405.3732,2537.0129,20.9216,1,3500.3335,229.8083,6.4833,63.9198,0,1405.3732,0,2537.0129,72.7928,8.3,8.3,0,251.1424,1,0,3500.2124,5/28/2012 18:25,5/28/2012,0.767824074,12a,Ekofisk,Drilling,17.5,3501,32.8288,33.0275,72.7928
46143,22.5208,81.986,18.2608,51.9931,1175.8269,1198.4269,2555.3574,20.9216,1,3500.3335,228.7155,6.4833,63.9198,0,1198.4269,0,2555.3574,51.9931,8.3,8.3,0,251.1431,1,0,3500.2931,5/28/2012 18:25,5/28/2012,0.767881944,12a,Ekofisk,Drilling,17.5,3501,32.8288,31.5848,51.9931
46144,20.5803,82.0765,18.2608,18.1969,1175.9733,1249.4612,2565.3882,20.7472,1,3500.4141,230.5073,6.4833,63.9198,0,1249.4612,0,2565.3882,18.1969,8.3,8.3,0,251.1421,1,0,3500.414,5/28/2012 18:25,5/28/2012,0.767939815,12a,Ekofisk,Drilling,17.5,3501,32.8288,32.3654,18.1969
46145,21.5192,81.9814,18.2608,25.9773,1177.368,1250.0273,2571.4722,20.7472,1,3500.4141,229.5877,6.4833,63.9198,0,1250.0273,0,2571.4722,25.9773,8.3,8.3,0,251.1405,1,0,3500.3334,5/28/2012 18:25,5/28/2012,0.767997685,12a,Ekofisk,Drilling,17.5,3501,32.8288,30.9943,25.9773
46146,22.5373,82.0713,18.2608,20.7819,1176.8077,1209.3704,2553.4312,20.7472,1,3500.4141,228.6508,6.4833,63.9198,0,1209.3704,0,2553.4312,20.7819,8.3,8.3,0,251.1421,1,0,3500.414,5/28/2012 18:26,5/28/2012,0.768055556,12a,Ekofisk,Drilling,17.5,3501,32.8288,29.7208,20.7819
46147,21.3562,81.9975,18.2608,7.8009,1176.8192,1238.0315,2554.3799,20.7472,1,3500.4543,229.8136,6.4833,63.9198,0,1238.0315,0,2554.3799,7.8009,8.3,8.3,0,251.1429,1,0,3500.4544,5/28/2012 18:26,5/28/2012,0.768113426,12a,Ekofisk,Drilling,17.5,3501,32.8288,30.0588,7.8009
46148,20.4942,82.1425,18.2608,26.0029,1175.1631,1091.7649,2531.9446,20.7472,1,3500.4946,230.652,6.4833,63.9198,0,1091.7649,0,2531.9446,26.0029,8.3,8.3,0,251.1429,1,0,3500.4544,5/28/2012 18:26,5/28/2012,0.768171296,12a,Ekofisk,Drilling,17.5,3501,32.8288,28.8701,26.0029
46149,20.9577,82.1759,18.2608,23.4026,1181.0818,1029.0051,2558.1074,20.7472,1,3500.4946,230.236,6.4833,63.9198,0,1029.0051,0,2558.1074,23.4026,8.3,8.3,0,251.1437,1,0,3500.4947,5/28/2012 18:26,5/28/2012,0.768229167,12a,Ekofisk,Drilling,17.5,3501,32.8288,27.7583,23.4026
46150,20.8618,82.1513,18.2608,13.0015,1182.2954,1052.1825,2545.4119,20.7472,1,3500.5754,230.2562,6.4833,63.9198,0,1052.1825,0,2545.4119,13.0015,8.3,8.3,0,251.1452,1,0,3500.5753,5/28/2012 18:26,5/28/2012,0.768287037,12a,Ekofisk,Drilling,17.5,3501,32.8288,30.146,13.0015
46151,20.2548,82.4539,18.2608,26.0029,1178.5823,833.1676,2534.9504,20.7472,1,3500.5754,230.8953,6.4833,63.9198,0,833.1676,0,2534.9504,26.0029,8.3,8.3,0,251.1452,1,0,3500.5753,5/28/2012 18:26,5/28/2012,0.768344907,12a,Ekofisk,Drilling,17.5,3501,32.8288,28.927,26.0029
46152,20.4258,82.4031,18.2608,23.4026,1177.3116,837.3016,2533.1064,20.7472,1,3500.656,230.7059,6.4833,63.9198,0,837.3016,0,2533.1064,23.4026,8.3,8.3,0,251.1468,1,0,3500.656,5/28/2012 18:26,5/28/2012,0.768402778,12a,Ekofisk,Drilling,17.5,3501,32.8288,32.4987,23.4026
46153,20.253,82.4988,18.2608,13.0015,1174.5576,786.4302,2560.98,20.7472,1,3500.656,230.842,6.4833,63.9198,0,786.4302,0,2560.98,13.0015,8.3,8.3,0,251.146,1,0,3500.6157,5/28/2012 18:26,5/28/2012,0.768460648,12a,Ekofisk,Drilling,17.5,3501,32.8288,31.2964,13.0015
46154,20.0992,82.6065,18.2608,46.8053,1178.5288,873.2133,2519.9165,20.7472,1,3500.7769,231.0974,6.4833,63.9198,0,873.2133,0,2519.9165,46.8053,8.3,8.3,0,251.1484,1,0,3500.7366,5/28/2012 18:26,5/28/2012,0.768518519,12a,Ekofisk,Drilling,17.5,3501,32.8288,34.2824,46.8053
46155,20.2283,82.228,18.2608,39.0044,1178.5734,1166.2081,2541.844,20.66,1,3500.7769,230.9773,6.4833,63.9198,0,1166.2081,0,2541.844,39.0044,8.3,8.3,0,251.1474,1,0,3500.7769,5/28/2012 18:26,5/28/2012,0.768576389,12a,Ekofisk,Drilling,17.5,3501,32.8288,32.7314,39.0044
46156,19.6721,82.0527,18.2608,26.0029,1176.472,1177.6031,2538.0359,20.5728,1,3500.8174,231.5059,6.4833,63.9198,0,1177.6031,0,2538.0359,26.0029,8.3,8.3,0,251.1458,1,0,3500.7769,5/28/2012 18:26,5/28/2012,0.768634259,12a,Ekofisk,Drilling,17.5,3501,32.8288,31.6863,26.0029
46157,20.3172,81.7976,18.2608,31.201,1175.9467,1490.3063,2561.0586,20.5728,1,3500.9382,230.8797,6.4833,63.9198,0,1490.3063,0,2561.0586,31.201,8.3,8.3,0,251.1489,1,0,3500.9382,5/28/2012 18:26,5/28/2012,0.76869213,12a,Ekofisk,Drilling,17.5,3501,32.8288,35.0828,31.201
46158,19.3556,81.8491,18.2608,46.7925,1176.1149,1364.9297,2553.1663,20.5728,1,3500.9785,231.7973,6.4914,63.9199,0,1364.9297,0,2553.1663,46.7925,8.3,8.3,0,251.1497,1,0,3500.9786,5/28/2012 18:27,5/28/2012,0.76875,12a,Ekofisk,Drilling,17.5,3501,34.0352,34.6824,46.7925
46159,18.7632,81.9178,18.0236,54.5933,1178.787,1351.8151,2535.8638,20.5728,1,3501.0188,232.3423,6.4914,63.9199,0,1351.8151,0,2535.8638,54.5933,8.3,8.3,0,251.1489,1,0,3500.9382,5/28/2012 18:27,5/28/2012,0.76880787,12a,Ekofisk,Drilling,17.5,3502,34.0352,33.1077,54.5933
46160,18.4532,82.0542,18.0236,59.8067,1178.8049,1181.7323,2537.3237,20.5728,1,3501.1399,232.7128,6.4914,63.9199,0,1181.7323,0,2537.3237,59.8067,8.3,8.3,0,251.1504,1,0,3501.0189,5/28/2012 18:27,5/28/2012,0.768865741,12a,Ekofisk,Drilling,17.5,3502,34.0352,35.7614,59.8067
46161,20.2852,82.2225,18.0236,39.0044,1177.6536,1039.2349,2539.6008,20.5728,1,3501.1399,230.9083,6.4914,63.9199,0,1039.2349,0,2539.6008,39.0044,8.3,8.3,0,251.152,1,0,3501.0995,5/28/2012 18:27,5/28/2012,0.768923611,12a,Ekofisk,Drilling,17.5,3502,34.0352,34.0738,39.0044
46162,18.888,82.3897,18.0236,13.0015,1174.5131,979.582,2528.0271,20.5728,1,3501.1399,232.2302,6.4914,63.9199,0,979.582,0,2528.0271,13.0015,8.3,8.3,0,251.152,1,0,3501.0995,5/28/2012 18:27,5/28/2012,0.768981481,12a,Ekofisk,Drilling,17.5,3502,34.0352,34.0713,13.0015
46163,18.0119,82.535,18.0236,36.4041,1179.1166,830.4086,2525.4902,20.5728,1,3501.2607,233.1703,6.4914,63.9199,0,830.4086,0,2525.4902,36.4041,8.3,8.3,0,251.1512,1,0,3501.0592,5/28/2012 18:27,5/28/2012,0.769039352,12a,Ekofisk,Drilling,17.5,3502,34.0352,32.8473,36.4041
46164,18.4535,82.2909,18.0236,49.4055,1179.7042,990.8605,2541.1541,20.5728,1,3501.3416,232.7585,6.4914,63.9199,0,990.8605,0,2541.1541,49.4055,8.3,8.3,0,251.1543,1,0,3501.1802,5/28/2012 18:27,5/28/2012,0.769097222,12a,Ekofisk,Drilling,17.5,3502,34.0352,35.3287,49.4055
46165,18.9573,82.3322,18.0236,23.4026,1177.7008,1028.0997,2521.855,20.3984,1,3501.3416,232.2406,6.4914,63.9199,0,1028.0997,0,2521.855,23.4026,8.3,8.3,0,251.1533,1,0,3501.3415,5/28/2012 18:27,5/28/2012,0.769155093,12a,Ekofisk,Drilling,17.5,3502,34.0352,33.6832,23.4026
46166,17.967,82.2252,18.0236,26.008,1175.911,1146.9045,2559.2671,20.3113,1,3501.5027,233.1477,6.4914,63.9199,0,1146.9045,0,2559.2671,26.008,8.3,8.3,0,251.1548,1,0,3501.5027,5/28/2012 18:27,5/28/2012,0.769212963,12a,Ekofisk,Drilling,17.5,3502,34.0352,44.3479,26.008
46167,17.91,82.0327,18.0236,65.0329,1174.985,1303.5752,2541.5498,20.1369,1,3501.543,233.1663,6.4914,63.9199,0,1303.5752,0,2541.5498,65.0329,8.3,8.3,0,251.1459,1,0,3501.2205,5/28/2012 18:27,5/28/2012,0.769270833,12a,Ekofisk,Drilling,17.5,3502,34.0352,41.7812,65.0329
46168,19.3512,81.9033,18.0236,65.0329,1179.597,1365.5109,2561.7476,19.8753,1,3501.543,231.6912,6.4914,63.9199,0,1365.5109,0,2561.7476,65.0329,8.3,8.3,0,251.1489,1,0,3501.4221,5/28/2012 18:27,5/28/2012,0.769328704,12a,Ekofisk,Drilling,17.5,3502,34.0352,39.5173,65.0329
46169,20.1829,81.8875,18.0236,5.2057,1179.2539,1422.213,2562.4407,19.7009,1,3501.543,231.0231,6.4914,63.9199,0,1422.213,0,2562.4407,5.2057,8.3,8.3,0,251.1437,1,0,3501.5431,5/28/2012 18:27,5/28/2012,0.769386574,12a,Ekofisk,Drilling,17.5,3502,34.0352,37.4575,5.2057
46170,20.5436,81.7245,18.0236,15.6018,1176.4209,1558.1672,2574.8567,19.5265,1,3501.7043,230.6426,6.4914,63.9199,0,1558.1672,0,2574.8567,15.6018,8.3,8.3,0,251.1451,1,0,3501.7044,5/28/2012 18:28,5/28/2012,0.769444444,12a,Ekofisk,Drilling,17.5,3502,34.0352,42.5903,15.6018
46171,21.1848,81.766,18.0236,52.0058,1174.7001,1489.7784,2550.7407,19.3522,1,3501.7043,229.8391,6.4914,63.9199,0,1489.7784,0,2550.7407,52.0058,8.3,8.3,0,251.1362,1,0,3501.5431,5/28/2012 18:28,5/28/2012,0.769502315,12a,Ekofisk,Drilling,17.5,3502,34.0352,40.2194,52.0058
46172,20.2942,81.7851,18.0236,46.8053,1177.4651,1469.6377,2562.1924,19.265,1,3501.7043,230.8744,6.4914,63.9199,0,1469.6377,0,2562.1924,46.8053,8.3,8.3,0,251.1385,1,0,3501.6237,5/28/2012 18:28,5/28/2012,0.769560185,12a,Ekofisk,Drilling,17.5,3502,34.0352,38.1225,46.8053
46173,20.9985,81.8772,18.0236,7.8009,1178.6163,1402.7708,2561.4019,19.1778,1,3501.7446,230.0643,6.4914,63.9199,0,1402.7708,0,2561.4019,7.8009,8.3,8.3,0,251.1375,1,0,3501.7447,5/28/2012 18:28,5/28/2012,0.769618056,12a,Ekofisk,Drilling,17.5,3502,34.0352,36.4998,7.8009
46174,21.9544,81.9212,18.0236,28.6032,1178.048,1303.7,2554.8645,19.0906,1,3501.8254,229.2908,6.4914,63.9199,0,1303.7,0,2554.8645,28.6032,8.3,8.3,0,251.1391,1,0,3501.8253,5/28/2012 18:28,5/28/2012,0.769675926,12a,Ekofisk,Drilling,17.5,3502,34.0352,41.1716,28.6032
